id,question_pk,question_title,inserted_pk,level,tryCount,score,memory
4199,799,단지번호붙이기,5,2,4,1112,0
4200,799,단지번호붙이기,5,2,18,1112,0
4201,799,단지번호붙이기,5,2,5,1112,0
4202,799,단지번호붙이기,5,2,2,1112,0
4203,799,단지번호붙이기,5,2,2,1112,0
4204,799,단지번호붙이기,5,2,3,1112,0
4205,799,단지번호붙이기,5,2,1,1112,0
4206,799,단지번호붙이기,5,2,1,1112,0
4207,799,단지번호붙이기,5,2,2,1112,0
4208,799,단지번호붙이기,5,2,1,1112,0
4209,799,단지번호붙이기,5,2,2,1112,0
4210,799,단지번호붙이기,5,2,2,1112,0
4211,799,단지번호붙이기,5,2,1,1112,0
4212,800,숫자고르기,5,3,2,1112,0
4213,800,숫자고르기,5,3,1,1112,0
4214,800,숫자고르기,5,3,1,1112,0
4215,800,숫자고르기,5,3,1,1112,0
4216,800,숫자고르기,5,3,1,1112,0
4217,800,숫자고르기,5,3,1,1112,0
4218,800,숫자고르기,5,3,2,1112,0
4219,800,숫자고르기,5,3,1,1112,0
4220,800,숫자고르기,5,3,4,1112,0
4221,800,숫자고르기,5,3,1,1112,0
4222,800,숫자고르기,5,3,1,1112,0
4223,800,숫자고르기,5,3,1,1112,0
4224,800,숫자고르기,5,3,1,1112,0
4225,800,숫자고르기,5,3,1,1112,0
4226,800,숫자고르기,5,3,1,1112,0
4227,800,숫자고르기,5,3,1,1112,0
4228,800,숫자고르기,5,3,1,1112,0
4229,800,숫자고르기,5,3,1,1112,0
4230,800,숫자고르기,5,3,1,1112,0
4231,800,숫자고르기,5,3,1,1112,0
4232,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,156,0
4233,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4234,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4235,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4236,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4237,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4238,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4239,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4240,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4241,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4242,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4243,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4244,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4245,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4246,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4247,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4248,801,직사각형 네개의 합집합의 면적 구하기,2,2,3,944,0
4249,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4250,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4251,801,직사각형 네개의 합집합의 면적 구하기,2,2,1,944,0
4252,802,연속부분최대곱,3,2,1,944,0
4253,802,연속부분최대곱,3,2,1,944,0
4254,802,연속부분최대곱,3,2,1,944,0
4255,802,연속부분최대곱,3,2,1,944,0
4256,802,연속부분최대곱,3,2,5,944,0
4257,802,연속부분최대곱,3,2,1,944,0
4258,802,연속부분최대곱,3,2,1,944,0
4259,802,연속부분최대곱,3,2,1,944,0
4260,802,연속부분최대곱,3,2,6,944,0
4261,802,연속부분최대곱,3,2,1,944,0
4262,802,연속부분최대곱,3,2,4,944,0
4263,802,연속부분최대곱,3,2,2,944,0
4264,802,연속부분최대곱,3,2,1,944,0
4265,802,연속부분최대곱,3,2,2,944,0
4266,802,연속부분최대곱,3,2,1,944,0
4267,802,연속부분최대곱,3,2,1,944,0
4268,802,연속부분최대곱,3,2,2,944,0
4269,802,연속부분최대곱,3,2,1,944,0
4270,802,연속부분최대곱,3,2,1,944,0
4271,802,연속부분최대곱,3,2,2,944,0
4272,803,잠수함식별,7,3,1,336,0
4273,803,잠수함식별,7,3,3,1112,0
4274,803,잠수함식별,7,3,1,1112,0
4275,803,잠수함식별,7,3,1,1112,0
4276,803,잠수함식별,7,3,3,1112,0
4277,803,잠수함식별,7,3,2,1112,0
4278,803,잠수함식별,7,3,2,1112,0
4279,803,잠수함식별,7,3,1,1112,0
4280,803,잠수함식별,7,3,1,1112,0
4281,803,잠수함식별,7,3,6,1112,0
4282,803,잠수함식별,7,3,5,1112,0
4283,803,잠수함식별,7,3,8,1112,0
4284,803,잠수함식별,7,3,3,1112,0
4285,803,잠수함식별,7,3,2,1112,0
4286,803,잠수함식별,7,3,1,1112,0
4287,803,잠수함식별,7,3,2,1112,0
4288,803,잠수함식별,7,3,1,1112,0
4289,803,잠수함식별,7,3,2,1112,0
4290,803,잠수함식별,7,3,1,1112,0
4291,803,잠수함식별,7,3,1,1112,0
4292,804,여러 직사각형의 전체 면적 구하기,30,3,1,420,0
4293,804,여러 직사각형의 전체 면적 구하기,30,3,2,1108,0
4294,804,여러 직사각형의 전체 면적 구하기,30,3,3,1116,0
4295,804,여러 직사각형의 전체 면적 구하기,30,3,2,1116,0
4296,804,여러 직사각형의 전체 면적 구하기,30,3,5,1116,0
4297,804,여러 직사각형의 전체 면적 구하기,30,3,1,1116,0
4298,804,여러 직사각형의 전체 면적 구하기,30,3,12,1116,0
4299,804,여러 직사각형의 전체 면적 구하기,30,3,1,1116,0
4300,804,여러 직사각형의 전체 면적 구하기,30,3,2,1116,0
4301,804,여러 직사각형의 전체 면적 구하기,30,3,5,1116,0
4302,804,여러 직사각형의 전체 면적 구하기,30,3,1,1116,0
4303,804,여러 직사각형의 전체 면적 구하기,30,3,3,1116,0
4304,804,여러 직사각형의 전체 면적 구하기,30,3,5,1116,0
4305,804,여러 직사각형의 전체 면적 구하기,30,3,6,1116,0
4306,804,여러 직사각형의 전체 면적 구하기,30,3,1,1116,0
4307,804,여러 직사각형의 전체 면적 구하기,30,3,1,1116,0
4308,804,여러 직사각형의 전체 면적 구하기,30,3,2,1116,0
4309,804,여러 직사각형의 전체 면적 구하기,30,3,2,1116,0
4310,804,여러 직사각형의 전체 면적 구하기,30,3,3,1116,0
4311,804,여러 직사각형의 전체 면적 구하기,30,3,8,1116,0
4312,805,잠수함식별,7,3,1,336,0
4313,805,잠수함식별,7,3,3,1112,0
4314,805,잠수함식별,7,3,1,1112,0
4315,805,잠수함식별,7,3,1,1112,0
4316,805,잠수함식별,7,3,3,1112,0
4317,805,잠수함식별,7,3,2,1112,0
4318,805,잠수함식별,7,3,2,1112,0
4319,805,잠수함식별,7,3,1,1112,0
4320,805,잠수함식별,7,3,1,1112,0
4321,805,잠수함식별,7,3,6,1112,0
4322,805,잠수함식별,7,3,5,1112,0
4323,805,잠수함식별,7,3,8,1112,0
4324,805,잠수함식별,7,3,3,1112,0
4325,805,잠수함식별,7,3,2,1112,0
4326,805,잠수함식별,7,3,1,1112,0
4327,805,잠수함식별,7,3,2,1112,0
4328,805,잠수함식별,7,3,1,1112,0
4329,805,잠수함식별,7,3,2,1112,0
4330,805,잠수함식별,7,3,1,1112,0
4331,805,잠수함식별,7,3,1,1112,0
4332,806,교차하지 않는 원의 현들의 최대집합,3,4,2,1112,0
4333,806,교차하지 않는 원의 현들의 최대집합,3,4,2,1116,0
4334,806,교차하지 않는 원의 현들의 최대집합,3,4,8,1116,0
4335,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1116,0
4336,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1116,0
4337,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1120,0
4338,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1152,0
4339,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1152,0
4340,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1152,0
4341,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1152,0
4342,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1156,0
4343,806,교차하지 않는 원의 현들의 최대집합,3,4,2,1156,0
4344,806,교차하지 않는 원의 현들의 최대집합,3,4,5,1156,0
4345,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1156,0
4346,806,교차하지 않는 원의 현들의 최대집합,3,4,2,1156,0
4347,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1156,0
4348,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1156,0
4349,806,교차하지 않는 원의 현들의 최대집합,3,4,6,1156,0
4350,806,교차하지 않는 원의 현들의 최대집합,3,4,2,1156,0
4351,806,교차하지 않는 원의 현들의 최대집합,3,4,1,1156,0
4352,807,삼각퍼즐,2,4,1,1120,0
4353,807,삼각퍼즐,2,4,3,1120,0
4354,807,삼각퍼즐,2,4,1,1120,0
4355,807,삼각퍼즐,2,4,1,1136,0
4356,807,삼각퍼즐,2,4,1,1528,0
4357,807,삼각퍼즐,2,4,3,1532,0
4358,807,삼각퍼즐,2,4,1,1984,0
4359,807,삼각퍼즐,2,4,2,1992,0
4360,807,삼각퍼즐,2,4,12,2020,0
4361,807,삼각퍼즐,2,4,2,2020,0
4362,807,삼각퍼즐,2,4,2,2024,0
4363,807,삼각퍼즐,2,4,2,2024,0
4364,807,삼각퍼즐,2,4,1,2024,0
4365,807,삼각퍼즐,2,4,2,2032,0
4366,807,삼각퍼즐,2,4,9,1180,4
4367,807,삼각퍼즐,2,4,1,1180,4
4368,807,삼각퍼즐,2,4,9,2020,12
4369,807,삼각퍼즐,2,4,1,2020,12
4370,807,삼각퍼즐,2,4,10,1232,16
4371,807,삼각퍼즐,2,4,8,1240,68
